t,mcc,mcc_lo,mcc_hi,gender,1st_cond,1st_age_band
30,0.5,0,0.75,M,HS,"(0, 9)"
31,0.5,0,0.75,M,HS,"(0, 9)"
32,0.5,0,0.75,M,HS,"(0, 9)"
33,0.5,0,0.75,M,HS,"(0, 9)"
34,0.5,0,0.75,M,HS,"(0, 9)"
35,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
36,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
37,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
38,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
39,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
40,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
41,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
42,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
43,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
44,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
45,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
46,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
47,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
48,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
49,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
50,0.7,0.289583333,1.083333333,M,HS,"(0, 9)"
51,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
52,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
53,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
54,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
55,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
56,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
57,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
58,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
59,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
60,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
61,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
62,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
63,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
64,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
65,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
66,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
67,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
68,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
69,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
70,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
71,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
72,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
73,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
74,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
75,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
76,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
77,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
78,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
79,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
80,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
81,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
82,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
83,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
84,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
85,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
86,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
87,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
88,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
89,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
90,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
91,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
92,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
93,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
94,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
95,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
96,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
97,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
98,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
99,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
100,1.366666667,0.333333333,2.345833333,M,HS,"(0, 9)"
0,0,0,0,M,HS,"(10, 19)"
1,0,0,0,M,HS,"(10, 19)"
2,0,0,0,M,HS,"(10, 19)"
3,0,0,0,M,HS,"(10, 19)"
4,0,0,0,M,HS,"(10, 19)"
5,0,0,0,M,HS,"(10, 19)"
6,0,0,0,M,HS,"(10, 19)"
7,0,0,0,M,HS,"(10, 19)"
8,0,0,0,M,HS,"(10, 19)"
9,0,0,0,M,HS,"(10, 19)"
10,0,0,0,M,HS,"(10, 19)"
11,0,0,0,M,HS,"(10, 19)"
12,0,0,0,M,HS,"(10, 19)"
13,0,0,0,M,HS,"(10, 19)"
14,0,0,0,M,HS,"(10, 19)"
15,0,0,0,M,HS,"(10, 19)"
16,0,0,0,M,HS,"(10, 19)"
17,0,0,0,M,HS,"(10, 19)"
18,0,0,0,M,HS,"(10, 19)"
19,0,0,0,M,HS,"(10, 19)"
20,0,0,0,M,HS,"(10, 19)"
21,0,0,0,M,HS,"(10, 19)"
22,0,0,0,M,HS,"(10, 19)"
23,0,0,0,M,HS,"(10, 19)"
24,0,0,0,M,HS,"(10, 19)"
25,0,0,0,M,HS,"(10, 19)"
26,0,0,0,M,HS,"(10, 19)"
27,0,0,0,M,HS,"(10, 19)"
28,0,0,0,M,HS,"(10, 19)"
29,0,0,0,M,HS,"(10, 19)"
30,0,0,0,M,HS,"(10, 19)"
31,0,0,0,M,HS,"(10, 19)"
32,0,0,0,M,HS,"(10, 19)"
33,0,0,0,M,HS,"(10, 19)"
34,0,0,0,M,HS,"(10, 19)"
35,0.333333333,0,0.7625,M,HS,"(10, 19)"
36,0.333333333,0,0.7625,M,HS,"(10, 19)"
37,0.333333333,0,0.7625,M,HS,"(10, 19)"
38,0.333333333,0,0.7625,M,HS,"(10, 19)"
39,0.333333333,0,0.7625,M,HS,"(10, 19)"
40,0.333333333,0,0.7625,M,HS,"(10, 19)"
41,0.333333333,0,0.7625,M,HS,"(10, 19)"
42,0.333333333,0,0.7625,M,HS,"(10, 19)"
43,0.333333333,0,0.7625,M,HS,"(10, 19)"
44,0.333333333,0,0.7625,M,HS,"(10, 19)"
45,0.333333333,0,0.7625,M,HS,"(10, 19)"
46,0.333333333,0,0.7625,M,HS,"(10, 19)"
47,0.333333333,0,0.7625,M,HS,"(10, 19)"
48,0.333333333,0,0.7625,M,HS,"(10, 19)"
49,0.333333333,0,0.7625,M,HS,"(10, 19)"
50,0.333333333,0,0.7625,M,HS,"(10, 19)"
51,0.333333333,0,0.7625,M,HS,"(10, 19)"
52,0.333333333,0,0.7625,M,HS,"(10, 19)"
53,0.333333333,0,0.7625,M,HS,"(10, 19)"
54,0.333333333,0,0.7625,M,HS,"(10, 19)"
55,0.333333333,0,0.7625,M,HS,"(10, 19)"
56,0.333333333,0,0.7625,M,HS,"(10, 19)"
57,0.333333333,0,0.7625,M,HS,"(10, 19)"
58,0.333333333,0,0.7625,M,HS,"(10, 19)"
59,0.333333333,0,0.7625,M,HS,"(10, 19)"
60,0.333333333,0,0.7625,M,HS,"(10, 19)"
61,0.333333333,0,0.7625,M,HS,"(10, 19)"
62,0.333333333,0,0.7625,M,HS,"(10, 19)"
63,0.333333333,0,0.7625,M,HS,"(10, 19)"
64,0.333333333,0,0.7625,M,HS,"(10, 19)"
65,0.333333333,0,0.7625,M,HS,"(10, 19)"
66,0.333333333,0,0.7625,M,HS,"(10, 19)"
67,0.333333333,0,0.7625,M,HS,"(10, 19)"
68,0.333333333,0,0.7625,M,HS,"(10, 19)"
69,0.333333333,0,0.7625,M,HS,"(10, 19)"
70,0.333333333,0,0.7625,M,HS,"(10, 19)"
71,0.333333333,0,0.7625,M,HS,"(10, 19)"
72,0.333333333,0,0.7625,M,HS,"(10, 19)"
73,0.333333333,0,0.7625,M,HS,"(10, 19)"
74,0.333333333,0,0.7625,M,HS,"(10, 19)"
75,0.333333333,0,0.7625,M,HS,"(10, 19)"
76,0.333333333,0,0.7625,M,HS,"(10, 19)"
77,0.333333333,0,0.7625,M,HS,"(10, 19)"
78,0.333333333,0,0.7625,M,HS,"(10, 19)"
79,0.333333333,0,0.7625,M,HS,"(10, 19)"
80,0.333333333,0,0.7625,M,HS,"(10, 19)"
81,0.333333333,0,0.7625,M,HS,"(10, 19)"
82,0.333333333,0,0.7625,M,HS,"(10, 19)"
83,0.333333333,0,0.7625,M,HS,"(10, 19)"
84,0.333333333,0,0.7625,M,HS,"(10, 19)"
85,0.333333333,0,0.7625,M,HS,"(10, 19)"
86,0.333333333,0,0.7625,M,HS,"(10, 19)"
87,0.333333333,0,0.7625,M,HS,"(10, 19)"
88,0.333333333,0,0.7625,M,HS,"(10, 19)"
89,0.333333333,0,0.7625,M,HS,"(10, 19)"
90,0.333333333,0,0.7625,M,HS,"(10, 19)"
91,0.333333333,0,0.7625,M,HS,"(10, 19)"
92,0.333333333,0,0.7625,M,HS,"(10, 19)"
93,0.333333333,0,0.7625,M,HS,"(10, 19)"
94,0.333333333,0,0.7625,M,HS,"(10, 19)"
95,0.333333333,0,0.7625,M,HS,"(10, 19)"
96,0.333333333,0,0.7625,M,HS,"(10, 19)"
97,0.333333333,0,0.7625,M,HS,"(10, 19)"
98,0.333333333,0,0.7625,M,HS,"(10, 19)"
99,0.333333333,0,0.7625,M,HS,"(10, 19)"
100,0.333333333,0,0.7625,M,HS,"(10, 19)"
0,0,0,0,M,HS,"(20, 29)"
1,0,0,0,M,HS,"(20, 29)"
2,0,0,0,M,HS,"(20, 29)"
3,0,0,0,M,HS,"(20, 29)"
4,0,0,0,M,HS,"(20, 29)"
5,0,0,0,M,HS,"(20, 29)"
6,0,0,0,M,HS,"(20, 29)"
7,0,0,0,M,HS,"(20, 29)"
8,0,0,0,M,HS,"(20, 29)"
9,0,0,0,M,HS,"(20, 29)"
10,0,0,0,M,HS,"(20, 29)"
11,0,0,0,M,HS,"(20, 29)"
12,0,0,0,M,HS,"(20, 29)"
13,0,0,0,M,HS,"(20, 29)"
14,0,0,0,M,HS,"(20, 29)"
15,0,0,0,M,HS,"(20, 29)"
16,0,0,0,M,HS,"(20, 29)"
17,0,0,0,M,HS,"(20, 29)"
18,0,0,0,M,HS,"(20, 29)"
19,0,0,0,M,HS,"(20, 29)"
20,0,0,0,M,HS,"(20, 29)"
21,0,0,0,M,HS,"(20, 29)"
22,0,0,0,M,HS,"(20, 29)"
23,0,0,0,M,HS,"(20, 29)"
24,0,0,0,M,HS,"(20, 29)"
25,0,0,0,M,HS,"(20, 29)"
26,0,0,0,M,HS,"(20, 29)"
27,0,0,0,M,HS,"(20, 29)"
28,0,0,0,M,HS,"(20, 29)"
29,0,0,0,M,HS,"(20, 29)"
30,0,0,0,M,HS,"(20, 29)"
31,0,0,0,M,HS,"(20, 29)"
32,0,0,0,M,HS,"(20, 29)"
33,0,0,0,M,HS,"(20, 29)"
34,0,0,0,M,HS,"(20, 29)"
35,0.333333333,0,1,M,HS,"(20, 29)"
36,0.333333333,0,1,M,HS,"(20, 29)"
37,0.333333333,0,1,M,HS,"(20, 29)"
38,0.333333333,0,1,M,HS,"(20, 29)"
39,0.333333333,0,1,M,HS,"(20, 29)"
40,0.333333333,0,1,M,HS,"(20, 29)"
41,0.333333333,0,1,M,HS,"(20, 29)"
42,0.333333333,0,1,M,HS,"(20, 29)"
43,0.333333333,0,1,M,HS,"(20, 29)"
44,0.333333333,0,1,M,HS,"(20, 29)"
45,0.333333333,0,1,M,HS,"(20, 29)"
46,0.333333333,0,1,M,HS,"(20, 29)"
47,0.333333333,0,1,M,HS,"(20, 29)"
48,0.333333333,0,1,M,HS,"(20, 29)"
49,0.333333333,0,1,M,HS,"(20, 29)"
50,0.333333333,0,1,M,HS,"(20, 29)"
51,0.333333333,0,1,M,HS,"(20, 29)"
52,0.333333333,0,1,M,HS,"(20, 29)"
53,0.333333333,0,1,M,HS,"(20, 29)"
54,0.333333333,0,1,M,HS,"(20, 29)"
55,0.333333333,0,1,M,HS,"(20, 29)"
56,0.333333333,0,1,M,HS,"(20, 29)"
57,0.333333333,0,1,M,HS,"(20, 29)"
58,0.333333333,0,1,M,HS,"(20, 29)"
59,0.333333333,0,1,M,HS,"(20, 29)"
60,0.333333333,0,1,M,HS,"(20, 29)"
61,0.333333333,0,1,M,HS,"(20, 29)"
62,0.333333333,0,1,M,HS,"(20, 29)"
63,0.333333333,0,1,M,HS,"(20, 29)"
64,0.333333333,0,1,M,HS,"(20, 29)"
65,0.333333333,0,1,M,HS,"(20, 29)"
66,0.333333333,0,1,M,HS,"(20, 29)"
67,0.333333333,0,1,M,HS,"(20, 29)"
68,0.333333333,0,1,M,HS,"(20, 29)"
69,0.333333333,0,1,M,HS,"(20, 29)"
70,0.333333333,0,1,M,HS,"(20, 29)"
71,0.333333333,0,1,M,HS,"(20, 29)"
72,0.333333333,0,1,M,HS,"(20, 29)"
73,0.333333333,0,1,M,HS,"(20, 29)"
74,0.333333333,0,1,M,HS,"(20, 29)"
75,0.333333333,0,1,M,HS,"(20, 29)"
76,0.333333333,0,1,M,HS,"(20, 29)"
77,0.333333333,0,1,M,HS,"(20, 29)"
78,0.333333333,0,1,M,HS,"(20, 29)"
79,0.333333333,0,1,M,HS,"(20, 29)"
80,0.333333333,0,1,M,HS,"(20, 29)"
81,0.333333333,0,1,M,HS,"(20, 29)"
82,0.333333333,0,1,M,HS,"(20, 29)"
83,0.333333333,0,1,M,HS,"(20, 29)"
84,0.333333333,0,1,M,HS,"(20, 29)"
85,0.333333333,0,1,M,HS,"(20, 29)"
86,0.333333333,0,1,M,HS,"(20, 29)"
87,0.333333333,0,1,M,HS,"(20, 29)"
88,0.333333333,0,1,M,HS,"(20, 29)"
89,0.333333333,0,1,M,HS,"(20, 29)"
90,0.333333333,0,1,M,HS,"(20, 29)"
91,0.333333333,0,1,M,HS,"(20, 29)"
92,0.333333333,0,1,M,HS,"(20, 29)"
93,0.333333333,0,1,M,HS,"(20, 29)"
94,0.333333333,0,1,M,HS,"(20, 29)"
95,0.333333333,0,1,M,HS,"(20, 29)"
96,0.333333333,0,1,M,HS,"(20, 29)"
97,0.333333333,0,1,M,HS,"(20, 29)"
98,0.333333333,0,1,M,HS,"(20, 29)"
99,0.333333333,0,1,M,HS,"(20, 29)"
100,0.333333333,0,1,M,HS,"(20, 29)"
0,0,0,0,M,HS,"(30, 39)"
1,0,0,0,M,HS,"(30, 39)"
2,0,0,0,M,HS,"(30, 39)"
3,0,0,0,M,HS,"(30, 39)"
4,0,0,0,M,HS,"(30, 39)"
5,0,0,0,M,HS,"(30, 39)"
6,0,0,0,M,HS,"(30, 39)"
7,0,0,0,M,HS,"(30, 39)"
8,0,0,0,M,HS,"(30, 39)"
9,0,0,0,M,HS,"(30, 39)"
10,0,0,0,M,HS,"(30, 39)"
11,0,0,0,M,HS,"(30, 39)"
12,0,0,0,M,HS,"(30, 39)"
13,0,0,0,M,HS,"(30, 39)"
14,0,0,0,M,HS,"(30, 39)"
15,0,0,0,M,HS,"(30, 39)"
16,0,0,0,M,HS,"(30, 39)"
17,0,0,0,M,HS,"(30, 39)"
18,0,0,0,M,HS,"(30, 39)"
19,0,0,0,M,HS,"(30, 39)"
20,0,0,0,M,HS,"(30, 39)"
21,0,0,0,M,HS,"(30, 39)"
22,0,0,0,M,HS,"(30, 39)"
23,0,0,0,M,HS,"(30, 39)"
24,0,0,0,M,HS,"(30, 39)"
25,0,0,0,M,HS,"(30, 39)"
26,0,0,0,M,HS,"(30, 39)"
27,0,0,0,M,HS,"(30, 39)"
28,0,0,0,M,HS,"(30, 39)"
29,0,0,0,M,HS,"(30, 39)"
30,0,0,0,M,HS,"(30, 39)"
31,0,0,0,M,HS,"(30, 39)"
32,0,0,0,M,HS,"(30, 39)"
33,0,0,0,M,HS,"(30, 39)"
34,0,0,0,M,HS,"(30, 39)"
35,0,0,0,M,HS,"(30, 39)"
36,0,0,0,M,HS,"(30, 39)"
37,0,0,0,M,HS,"(30, 39)"
38,0,0,0,M,HS,"(30, 39)"
39,0,0,0,M,HS,"(30, 39)"
40,0,0,0,M,HS,"(30, 39)"
41,0,0,0,M,HS,"(30, 39)"
42,0,0,0,M,HS,"(30, 39)"
43,0,0,0,M,HS,"(30, 39)"
44,0,0,0,M,HS,"(30, 39)"
45,0,0,0,M,HS,"(30, 39)"
46,0,0,0,M,HS,"(30, 39)"
47,0,0,0,M,HS,"(30, 39)"
48,0,0,0,M,HS,"(30, 39)"
49,0,0,0,M,HS,"(30, 39)"
50,0,0,0,M,HS,"(30, 39)"
51,0,0,0,M,HS,"(30, 39)"
52,0,0,0,M,HS,"(30, 39)"
53,0,0,0,M,HS,"(30, 39)"
54,0,0,0,M,HS,"(30, 39)"
55,0,0,0,M,HS,"(30, 39)"
56,0,0,0,M,HS,"(30, 39)"
57,0,0,0,M,HS,"(30, 39)"
58,0,0,0,M,HS,"(30, 39)"
59,0,0,0,M,HS,"(30, 39)"
60,0,0,0,M,HS,"(30, 39)"
61,0,0,0,M,HS,"(30, 39)"
62,0,0,0,M,HS,"(30, 39)"
63,0,0,0,M,HS,"(30, 39)"
64,0,0,0,M,HS,"(30, 39)"
65,0,0,0,M,HS,"(30, 39)"
66,0,0,0,M,HS,"(30, 39)"
67,0,0,0,M,HS,"(30, 39)"
68,0,0,0,M,HS,"(30, 39)"
69,0,0,0,M,HS,"(30, 39)"
70,0,0,0,M,HS,"(30, 39)"
71,0,0,0,M,HS,"(30, 39)"
72,0,0,0,M,HS,"(30, 39)"
73,0,0,0,M,HS,"(30, 39)"
74,0,0,0,M,HS,"(30, 39)"
75,0,0,0,M,HS,"(30, 39)"
76,0,0,0,M,HS,"(30, 39)"
77,0,0,0,M,HS,"(30, 39)"
78,0,0,0,M,HS,"(30, 39)"
79,0,0,0,M,HS,"(30, 39)"
80,0,0,0,M,HS,"(30, 39)"
81,0,0,0,M,HS,"(30, 39)"
82,0,0,0,M,HS,"(30, 39)"
83,0,0,0,M,HS,"(30, 39)"
84,0,0,0,M,HS,"(30, 39)"
85,0,0,0,M,HS,"(30, 39)"
86,0,0,0,M,HS,"(30, 39)"
87,0,0,0,M,HS,"(30, 39)"
88,0,0,0,M,HS,"(30, 39)"
89,0,0,0,M,HS,"(30, 39)"
90,0,0,0,M,HS,"(30, 39)"
91,0,0,0,M,HS,"(30, 39)"
92,0,0,0,M,HS,"(30, 39)"
93,0,0,0,M,HS,"(30, 39)"
94,0,0,0,M,HS,"(30, 39)"
95,0,0,0,M,HS,"(30, 39)"
96,0,0,0,M,HS,"(30, 39)"
97,0,0,0,M,HS,"(30, 39)"
98,0,0,0,M,HS,"(30, 39)"
99,0,0,0,M,HS,"(30, 39)"
100,0,0,0,M,HS,"(30, 39)"
0,0,0,0,M,HS,"(40, 49)"
1,0,0,0,M,HS,"(40, 49)"
2,0,0,0,M,HS,"(40, 49)"
3,0,0,0,M,HS,"(40, 49)"
4,0,0,0,M,HS,"(40, 49)"
5,0,0,0,M,HS,"(40, 49)"
6,0,0,0,M,HS,"(40, 49)"
7,0,0,0,M,HS,"(40, 49)"
8,0,0,0,M,HS,"(40, 49)"
9,0,0,0,M,HS,"(40, 49)"
10,0,0,0,M,HS,"(40, 49)"
11,0,0,0,M,HS,"(40, 49)"
12,0,0,0,M,HS,"(40, 49)"
13,0,0,0,M,HS,"(40, 49)"
14,0,0,0,M,HS,"(40, 49)"
15,0,0,0,M,HS,"(40, 49)"
16,0,0,0,M,HS,"(40, 49)"
17,0,0,0,M,HS,"(40, 49)"
18,0,0,0,M,HS,"(40, 49)"
19,0,0,0,M,HS,"(40, 49)"
20,0,0,0,M,HS,"(40, 49)"
21,0,0,0,M,HS,"(40, 49)"
22,0,0,0,M,HS,"(40, 49)"
23,0,0,0,M,HS,"(40, 49)"
24,0,0,0,M,HS,"(40, 49)"
25,0,0,0,M,HS,"(40, 49)"
26,0,0,0,M,HS,"(40, 49)"
27,0,0,0,M,HS,"(40, 49)"
28,0,0,0,M,HS,"(40, 49)"
29,0,0,0,M,HS,"(40, 49)"
30,0,0,0,M,HS,"(40, 49)"
31,0,0,0,M,HS,"(40, 49)"
32,0,0,0,M,HS,"(40, 49)"
33,0,0,0,M,HS,"(40, 49)"
34,0,0,0,M,HS,"(40, 49)"
35,0,0,0,M,HS,"(40, 49)"
36,0,0,0,M,HS,"(40, 49)"
37,0,0,0,M,HS,"(40, 49)"
38,0,0,0,M,HS,"(40, 49)"
39,0,0,0,M,HS,"(40, 49)"
40,0,0,0,M,HS,"(40, 49)"
41,0,0,0,M,HS,"(40, 49)"
42,0,0,0,M,HS,"(40, 49)"
43,0,0,0,M,HS,"(40, 49)"
44,0,0,0,M,HS,"(40, 49)"
45,0,0,0,M,HS,"(40, 49)"
46,0,0,0,M,HS,"(40, 49)"
47,0,0,0,M,HS,"(40, 49)"
48,0,0,0,M,HS,"(40, 49)"
49,0,0,0,M,HS,"(40, 49)"
