t,mcc,mcc_lo,mcc_hi,gender,1st_cond,1st_age_band
50,0,0,0,M,HS,"(40, 49)"
51,0,0,0,M,HS,"(40, 49)"
52,0,0,0,M,HS,"(40, 49)"
53,0,0,0,M,HS,"(40, 49)"
54,0,0,0,M,HS,"(40, 49)"
55,0,0,0,M,HS,"(40, 49)"
56,0,0,0,M,HS,"(40, 49)"
57,0,0,0,M,HS,"(40, 49)"
58,0,0,0,M,HS,"(40, 49)"
59,0,0,0,M,HS,"(40, 49)"
60,0,0,0,M,HS,"(40, 49)"
61,0,0,0,M,HS,"(40, 49)"
62,0,0,0,M,HS,"(40, 49)"
63,0,0,0,M,HS,"(40, 49)"
64,0,0,0,M,HS,"(40, 49)"
65,0,0,0,M,HS,"(40, 49)"
66,0,0,0,M,HS,"(40, 49)"
67,0,0,0,M,HS,"(40, 49)"
68,0,0,0,M,HS,"(40, 49)"
69,0,0,0,M,HS,"(40, 49)"
70,0,0,0,M,HS,"(40, 49)"
71,0,0,0,M,HS,"(40, 49)"
72,0,0,0,M,HS,"(40, 49)"
73,0,0,0,M,HS,"(40, 49)"
74,0,0,0,M,HS,"(40, 49)"
75,0,0,0,M,HS,"(40, 49)"
76,0,0,0,M,HS,"(40, 49)"
77,0,0,0,M,HS,"(40, 49)"
78,0,0,0,M,HS,"(40, 49)"
79,0,0,0,M,HS,"(40, 49)"
80,0,0,0,M,HS,"(40, 49)"
81,0,0,0,M,HS,"(40, 49)"
82,0,0,0,M,HS,"(40, 49)"
83,0,0,0,M,HS,"(40, 49)"
84,0,0,0,M,HS,"(40, 49)"
85,0,0,0,M,HS,"(40, 49)"
86,0,0,0,M,HS,"(40, 49)"
87,0,0,0,M,HS,"(40, 49)"
88,0,0,0,M,HS,"(40, 49)"
89,0,0,0,M,HS,"(40, 49)"
90,0,0,0,M,HS,"(40, 49)"
91,0,0,0,M,HS,"(40, 49)"
92,0,0,0,M,HS,"(40, 49)"
93,0,0,0,M,HS,"(40, 49)"
94,0,0,0,M,HS,"(40, 49)"
95,0,0,0,M,HS,"(40, 49)"
96,0,0,0,M,HS,"(40, 49)"
97,0,0,0,M,HS,"(40, 49)"
98,0,0,0,M,HS,"(40, 49)"
99,0,0,0,M,HS,"(40, 49)"
100,0,0,0,M,HS,"(40, 49)"
0,0,0,0,M,HS,"(50, 59)"
1,0,0,0,M,HS,"(50, 59)"
2,0,0,0,M,HS,"(50, 59)"
3,0,0,0,M,HS,"(50, 59)"
4,0,0,0,M,HS,"(50, 59)"
5,0,0,0,M,HS,"(50, 59)"
6,0,0,0,M,HS,"(50, 59)"
7,0,0,0,M,HS,"(50, 59)"
8,0,0,0,M,HS,"(50, 59)"
9,0,0,0,M,HS,"(50, 59)"
10,0,0,0,M,HS,"(50, 59)"
11,0,0,0,M,HS,"(50, 59)"
12,0,0,0,M,HS,"(50, 59)"
13,0,0,0,M,HS,"(50, 59)"
14,0,0,0,M,HS,"(50, 59)"
15,0,0,0,M,HS,"(50, 59)"
16,0,0,0,M,HS,"(50, 59)"
17,0,0,0,M,HS,"(50, 59)"
18,0,0,0,M,HS,"(50, 59)"
19,0,0,0,M,HS,"(50, 59)"
20,0,0,0,M,HS,"(50, 59)"
21,0,0,0,M,HS,"(50, 59)"
22,0,0,0,M,HS,"(50, 59)"
23,0,0,0,M,HS,"(50, 59)"
24,0,0,0,M,HS,"(50, 59)"
25,0,0,0,M,HS,"(50, 59)"
26,0,0,0,M,HS,"(50, 59)"
27,0,0,0,M,HS,"(50, 59)"
28,0,0,0,M,HS,"(50, 59)"
29,0,0,0,M,HS,"(50, 59)"
30,0,0,0,M,HS,"(50, 59)"
31,0,0,0,M,HS,"(50, 59)"
32,0,0,0,M,HS,"(50, 59)"
33,0,0,0,M,HS,"(50, 59)"
34,0,0,0,M,HS,"(50, 59)"
35,0,0,0,M,HS,"(50, 59)"
36,0,0,0,M,HS,"(50, 59)"
37,0,0,0,M,HS,"(50, 59)"
38,0,0,0,M,HS,"(50, 59)"
39,0,0,0,M,HS,"(50, 59)"
40,0,0,0,M,HS,"(50, 59)"
41,0,0,0,M,HS,"(50, 59)"
42,0,0,0,M,HS,"(50, 59)"
43,0,0,0,M,HS,"(50, 59)"
44,0,0,0,M,HS,"(50, 59)"
45,0,0,0,M,HS,"(50, 59)"
46,0,0,0,M,HS,"(50, 59)"
47,0,0,0,M,HS,"(50, 59)"
48,0,0,0,M,HS,"(50, 59)"
49,0,0,0,M,HS,"(50, 59)"
50,0,0,0,M,HS,"(50, 59)"
51,0,0,0,M,HS,"(50, 59)"
52,0,0,0,M,HS,"(50, 59)"
53,0,0,0,M,HS,"(50, 59)"
54,0,0,0,M,HS,"(50, 59)"
55,0,0,0,M,HS,"(50, 59)"
56,0,0,0,M,HS,"(50, 59)"
57,0,0,0,M,HS,"(50, 59)"
58,0,0,0,M,HS,"(50, 59)"
59,0,0,0,M,HS,"(50, 59)"
60,0,0,0,M,HS,"(50, 59)"
61,0,0,0,M,HS,"(50, 59)"
62,0,0,0,M,HS,"(50, 59)"
63,0,0,0,M,HS,"(50, 59)"
64,0,0,0,M,HS,"(50, 59)"
65,0,0,0,M,HS,"(50, 59)"
66,0,0,0,M,HS,"(50, 59)"
67,0,0,0,M,HS,"(50, 59)"
68,0,0,0,M,HS,"(50, 59)"
69,0,0,0,M,HS,"(50, 59)"
70,0,0,0,M,HS,"(50, 59)"
71,0,0,0,M,HS,"(50, 59)"
72,0,0,0,M,HS,"(50, 59)"
73,0,0,0,M,HS,"(50, 59)"
74,0,0,0,M,HS,"(50, 59)"
75,0,0,0,M,HS,"(50, 59)"
76,0,0,0,M,HS,"(50, 59)"
77,0,0,0,M,HS,"(50, 59)"
78,0,0,0,M,HS,"(50, 59)"
79,0,0,0,M,HS,"(50, 59)"
80,0,0,0,M,HS,"(50, 59)"
81,0,0,0,M,HS,"(50, 59)"
82,0,0,0,M,HS,"(50, 59)"
83,0,0,0,M,HS,"(50, 59)"
84,0,0,0,M,HS,"(50, 59)"
85,0,0,0,M,HS,"(50, 59)"
86,0,0,0,M,HS,"(50, 59)"
87,0,0,0,M,HS,"(50, 59)"
88,0,0,0,M,HS,"(50, 59)"
89,0,0,0,M,HS,"(50, 59)"
90,0,0,0,M,HS,"(50, 59)"
91,0,0,0,M,HS,"(50, 59)"
92,0,0,0,M,HS,"(50, 59)"
93,0,0,0,M,HS,"(50, 59)"
94,0,0,0,M,HS,"(50, 59)"
95,0,0,0,M,HS,"(50, 59)"
96,0,0,0,M,HS,"(50, 59)"
97,0,0,0,M,HS,"(50, 59)"
98,0,0,0,M,HS,"(50, 59)"
99,0,0,0,M,HS,"(50, 59)"
100,0,0,0,M,HS,"(50, 59)"
0,0,0,0,M,HS,"(60, 69)"
1,0,0,0,M,HS,"(60, 69)"
2,0,0,0,M,HS,"(60, 69)"
3,0,0,0,M,HS,"(60, 69)"
4,0,0,0,M,HS,"(60, 69)"
5,0,0,0,M,HS,"(60, 69)"
6,0,0,0,M,HS,"(60, 69)"
7,0,0,0,M,HS,"(60, 69)"
8,0,0,0,M,HS,"(60, 69)"
9,0,0,0,M,HS,"(60, 69)"
10,0,0,0,M,HS,"(60, 69)"
11,0,0,0,M,HS,"(60, 69)"
12,0,0,0,M,HS,"(60, 69)"
13,0,0,0,M,HS,"(60, 69)"
14,0,0,0,M,HS,"(60, 69)"
15,0,0,0,M,HS,"(60, 69)"
16,0,0,0,M,HS,"(60, 69)"
17,0,0,0,M,HS,"(60, 69)"
18,0,0,0,M,HS,"(60, 69)"
19,0,0,0,M,HS,"(60, 69)"
20,0,0,0,M,HS,"(60, 69)"
21,0,0,0,M,HS,"(60, 69)"
22,0,0,0,M,HS,"(60, 69)"
23,0,0,0,M,HS,"(60, 69)"
24,0,0,0,M,HS,"(60, 69)"
25,0,0,0,M,HS,"(60, 69)"
26,0,0,0,M,HS,"(60, 69)"
27,0,0,0,M,HS,"(60, 69)"
28,0,0,0,M,HS,"(60, 69)"
29,0,0,0,M,HS,"(60, 69)"
30,0,0,0,M,HS,"(60, 69)"
31,0,0,0,M,HS,"(60, 69)"
32,0,0,0,M,HS,"(60, 69)"
33,0,0,0,M,HS,"(60, 69)"
34,0,0,0,M,HS,"(60, 69)"
35,0,0,0,M,HS,"(60, 69)"
36,0,0,0,M,HS,"(60, 69)"
37,0,0,0,M,HS,"(60, 69)"
38,0,0,0,M,HS,"(60, 69)"
39,0,0,0,M,HS,"(60, 69)"
40,0,0,0,M,HS,"(60, 69)"
41,0,0,0,M,HS,"(60, 69)"
42,0,0,0,M,HS,"(60, 69)"
43,0,0,0,M,HS,"(60, 69)"
44,0,0,0,M,HS,"(60, 69)"
45,0,0,0,M,HS,"(60, 69)"
46,0,0,0,M,HS,"(60, 69)"
47,0,0,0,M,HS,"(60, 69)"
48,0,0,0,M,HS,"(60, 69)"
49,0,0,0,M,HS,"(60, 69)"
50,0,0,0,M,HS,"(60, 69)"
51,0,0,0,M,HS,"(60, 69)"
52,0,0,0,M,HS,"(60, 69)"
53,0,0,0,M,HS,"(60, 69)"
54,0,0,0,M,HS,"(60, 69)"
55,0,0,0,M,HS,"(60, 69)"
56,0,0,0,M,HS,"(60, 69)"
57,0,0,0,M,HS,"(60, 69)"
58,0,0,0,M,HS,"(60, 69)"
59,0,0,0,M,HS,"(60, 69)"
60,0,0,0,M,HS,"(60, 69)"
61,0,0,0,M,HS,"(60, 69)"
62,0,0,0,M,HS,"(60, 69)"
63,0,0,0,M,HS,"(60, 69)"
64,0,0,0,M,HS,"(60, 69)"
65,0,0,0,M,HS,"(60, 69)"
66,0,0,0,M,HS,"(60, 69)"
67,0,0,0,M,HS,"(60, 69)"
68,0,0,0,M,HS,"(60, 69)"
69,0,0,0,M,HS,"(60, 69)"
70,0,0,0,M,HS,"(60, 69)"
71,0,0,0,M,HS,"(60, 69)"
72,0,0,0,M,HS,"(60, 69)"
73,0,0,0,M,HS,"(60, 69)"
74,0,0,0,M,HS,"(60, 69)"
75,0,0,0,M,HS,"(60, 69)"
76,0,0,0,M,HS,"(60, 69)"
77,0,0,0,M,HS,"(60, 69)"
78,0,0,0,M,HS,"(60, 69)"
79,0,0,0,M,HS,"(60, 69)"
80,0,0,0,M,HS,"(60, 69)"
81,0,0,0,M,HS,"(60, 69)"
82,0,0,0,M,HS,"(60, 69)"
83,0,0,0,M,HS,"(60, 69)"
84,0,0,0,M,HS,"(60, 69)"
85,0,0,0,M,HS,"(60, 69)"
86,0,0,0,M,HS,"(60, 69)"
87,0,0,0,M,HS,"(60, 69)"
88,0,0,0,M,HS,"(60, 69)"
89,0,0,0,M,HS,"(60, 69)"
90,0,0,0,M,HS,"(60, 69)"
91,0,0,0,M,HS,"(60, 69)"
92,0,0,0,M,HS,"(60, 69)"
93,0,0,0,M,HS,"(60, 69)"
94,0,0,0,M,HS,"(60, 69)"
95,0,0,0,M,HS,"(60, 69)"
96,0,0,0,M,HS,"(60, 69)"
97,0,0,0,M,HS,"(60, 69)"
98,0,0,0,M,HS,"(60, 69)"
99,0,0,0,M,HS,"(60, 69)"
100,0,0,0,M,HS,"(60, 69)"
0,0,0,0,M,HS,"(70, 79)"
1,0,0,0,M,HS,"(70, 79)"
2,0,0,0,M,HS,"(70, 79)"
3,0,0,0,M,HS,"(70, 79)"
4,0,0,0,M,HS,"(70, 79)"
5,0,0,0,M,HS,"(70, 79)"
6,0,0,0,M,HS,"(70, 79)"
7,0,0,0,M,HS,"(70, 79)"
8,0,0,0,M,HS,"(70, 79)"
9,0,0,0,M,HS,"(70, 79)"
10,0,0,0,M,HS,"(70, 79)"
11,0,0,0,M,HS,"(70, 79)"
12,0,0,0,M,HS,"(70, 79)"
13,0,0,0,M,HS,"(70, 79)"
14,0,0,0,M,HS,"(70, 79)"
15,0,0,0,M,HS,"(70, 79)"
16,0,0,0,M,HS,"(70, 79)"
17,0,0,0,M,HS,"(70, 79)"
18,0,0,0,M,HS,"(70, 79)"
19,0,0,0,M,HS,"(70, 79)"
20,0,0,0,M,HS,"(70, 79)"
21,0,0,0,M,HS,"(70, 79)"
22,0,0,0,M,HS,"(70, 79)"
23,0,0,0,M,HS,"(70, 79)"
24,0,0,0,M,HS,"(70, 79)"
25,0,0,0,M,HS,"(70, 79)"
26,0,0,0,M,HS,"(70, 79)"
27,0,0,0,M,HS,"(70, 79)"
28,0,0,0,M,HS,"(70, 79)"
29,0,0,0,M,HS,"(70, 79)"
30,0,0,0,M,HS,"(70, 79)"
31,0,0,0,M,HS,"(70, 79)"
32,0,0,0,M,HS,"(70, 79)"
33,0,0,0,M,HS,"(70, 79)"
34,0,0,0,M,HS,"(70, 79)"
35,0,0,0,M,HS,"(70, 79)"
36,0,0,0,M,HS,"(70, 79)"
37,0,0,0,M,HS,"(70, 79)"
38,0,0,0,M,HS,"(70, 79)"
39,0,0,0,M,HS,"(70, 79)"
40,0,0,0,M,HS,"(70, 79)"
41,0,0,0,M,HS,"(70, 79)"
42,0,0,0,M,HS,"(70, 79)"
43,0,0,0,M,HS,"(70, 79)"
44,0,0,0,M,HS,"(70, 79)"
45,0,0,0,M,HS,"(70, 79)"
46,0,0,0,M,HS,"(70, 79)"
47,0,0,0,M,HS,"(70, 79)"
48,0,0,0,M,HS,"(70, 79)"
49,0,0,0,M,HS,"(70, 79)"
50,0,0,0,M,HS,"(70, 79)"
51,0,0,0,M,HS,"(70, 79)"
52,0,0,0,M,HS,"(70, 79)"
53,0,0,0,M,HS,"(70, 79)"
54,0,0,0,M,HS,"(70, 79)"
55,0,0,0,M,HS,"(70, 79)"
56,0,0,0,M,HS,"(70, 79)"
57,0,0,0,M,HS,"(70, 79)"
58,0,0,0,M,HS,"(70, 79)"
59,0,0,0,M,HS,"(70, 79)"
60,0,0,0,M,HS,"(70, 79)"
61,0,0,0,M,HS,"(70, 79)"
62,0,0,0,M,HS,"(70, 79)"
63,0,0,0,M,HS,"(70, 79)"
64,0,0,0,M,HS,"(70, 79)"
65,0,0,0,M,HS,"(70, 79)"
66,0,0,0,M,HS,"(70, 79)"
67,0,0,0,M,HS,"(70, 79)"
68,0,0,0,M,HS,"(70, 79)"
69,0,0,0,M,HS,"(70, 79)"
70,0,0,0,M,HS,"(70, 79)"
71,0,0,0,M,HS,"(70, 79)"
72,0,0,0,M,HS,"(70, 79)"
73,0,0,0,M,HS,"(70, 79)"
74,0,0,0,M,HS,"(70, 79)"
75,0,0,0,M,HS,"(70, 79)"
76,0,0,0,M,HS,"(70, 79)"
77,0,0,0,M,HS,"(70, 79)"
78,0,0,0,M,HS,"(70, 79)"
79,0,0,0,M,HS,"(70, 79)"
80,0,0,0,M,HS,"(70, 79)"
81,0,0,0,M,HS,"(70, 79)"
82,0,0,0,M,HS,"(70, 79)"
83,0,0,0,M,HS,"(70, 79)"
84,0,0,0,M,HS,"(70, 79)"
85,0,0,0,M,HS,"(70, 79)"
86,0,0,0,M,HS,"(70, 79)"
87,0,0,0,M,HS,"(70, 79)"
88,0,0,0,M,HS,"(70, 79)"
89,0,0,0,M,HS,"(70, 79)"
90,0,0,0,M,HS,"(70, 79)"
91,0,0,0,M,HS,"(70, 79)"
92,0,0,0,M,HS,"(70, 79)"
93,0,0,0,M,HS,"(70, 79)"
94,0,0,0,M,HS,"(70, 79)"
95,0,0,0,M,HS,"(70, 79)"
96,0,0,0,M,HS,"(70, 79)"
97,0,0,0,M,HS,"(70, 79)"
98,0,0,0,M,HS,"(70, 79)"
99,0,0,0,M,HS,"(70, 79)"
100,0,0,0,M,HS,"(70, 79)"
0,0,0,0,M,HS,"(80, 120)"
1,0,0,0,M,HS,"(80, 120)"
2,0,0,0,M,HS,"(80, 120)"
3,0,0,0,M,HS,"(80, 120)"
4,0,0,0,M,HS,"(80, 120)"
5,0,0,0,M,HS,"(80, 120)"
6,0,0,0,M,HS,"(80, 120)"
7,0,0,0,M,HS,"(80, 120)"
8,0,0,0,M,HS,"(80, 120)"
9,0,0,0,M,HS,"(80, 120)"
10,0,0,0,M,HS,"(80, 120)"
11,0,0,0,M,HS,"(80, 120)"
12,0,0,0,M,HS,"(80, 120)"
13,0,0,0,M,HS,"(80, 120)"
14,0,0,0,M,HS,"(80, 120)"
15,0,0,0,M,HS,"(80, 120)"
16,0,0,0,M,HS,"(80, 120)"
17,0,0,0,M,HS,"(80, 120)"
18,0,0,0,M,HS,"(80, 120)"
19,0,0,0,M,HS,"(80, 120)"
20,0,0,0,M,HS,"(80, 120)"
21,0,0,0,M,HS,"(80, 120)"
22,0,0,0,M,HS,"(80, 120)"
23,0,0,0,M,HS,"(80, 120)"
24,0,0,0,M,HS,"(80, 120)"
25,0,0,0,M,HS,"(80, 120)"
26,0,0,0,M,HS,"(80, 120)"
27,0,0,0,M,HS,"(80, 120)"
28,0,0,0,M,HS,"(80, 120)"
29,0,0,0,M,HS,"(80, 120)"
30,0,0,0,M,HS,"(80, 120)"
31,0,0,0,M,HS,"(80, 120)"
32,0,0,0,M,HS,"(80, 120)"
33,0,0,0,M,HS,"(80, 120)"
34,0,0,0,M,HS,"(80, 120)"
35,0,0,0,M,HS,"(80, 120)"
36,0,0,0,M,HS,"(80, 120)"
37,0,0,0,M,HS,"(80, 120)"
38,0,0,0,M,HS,"(80, 120)"
39,0,0,0,M,HS,"(80, 120)"
40,0,0,0,M,HS,"(80, 120)"
41,0,0,0,M,HS,"(80, 120)"
42,0,0,0,M,HS,"(80, 120)"
43,0,0,0,M,HS,"(80, 120)"
44,0,0,0,M,HS,"(80, 120)"
45,0,0,0,M,HS,"(80, 120)"
46,0,0,0,M,HS,"(80, 120)"
47,0,0,0,M,HS,"(80, 120)"
48,0,0,0,M,HS,"(80, 120)"
49,0,0,0,M,HS,"(80, 120)"
50,0,0,0,M,HS,"(80, 120)"
51,0,0,0,M,HS,"(80, 120)"
52,0,0,0,M,HS,"(80, 120)"
53,0,0,0,M,HS,"(80, 120)"
54,0,0,0,M,HS,"(80, 120)"
55,0,0,0,M,HS,"(80, 120)"
56,0,0,0,M,HS,"(80, 120)"
57,0,0,0,M,HS,"(80, 120)"
58,0,0,0,M,HS,"(80, 120)"
59,0,0,0,M,HS,"(80, 120)"
60,0,0,0,M,HS,"(80, 120)"
61,0,0,0,M,HS,"(80, 120)"
62,0,0,0,M,HS,"(80, 120)"
63,0,0,0,M,HS,"(80, 120)"
64,0,0,0,M,HS,"(80, 120)"
65,0,0,0,M,HS,"(80, 120)"
66,0,0,0,M,HS,"(80, 120)"
67,0,0,0,M,HS,"(80, 120)"
68,0,0,0,M,HS,"(80, 120)"
69,0,0,0,M,HS,"(80, 120)"
70,0,0,0,M,HS,"(80, 120)"
71,0,0,0,M,HS,"(80, 120)"
72,0,0,0,M,HS,"(80, 120)"
73,0,0,0,M,HS,"(80, 120)"
74,0,0,0,M,HS,"(80, 120)"
75,0,0,0,M,HS,"(80, 120)"
76,0,0,0,M,HS,"(80, 120)"
77,0,0,0,M,HS,"(80, 120)"
78,0,0,0,M,HS,"(80, 120)"
79,0,0,0,M,HS,"(80, 120)"
80,0,0,0,M,HS,"(80, 120)"
81,0,0,0,M,HS,"(80, 120)"
82,0,0,0,M,HS,"(80, 120)"
83,0,0,0,M,HS,"(80, 120)"
84,0,0,0,M,HS,"(80, 120)"
85,0,0,0,M,HS,"(80, 120)"
86,0,0,0,M,HS,"(80, 120)"
87,0,0,0,M,HS,"(80, 120)"
88,0,0,0,M,HS,"(80, 120)"
89,0,0,0,M,HS,"(80, 120)"
90,0,0,0,M,HS,"(80, 120)"
91,0,0,0,M,HS,"(80, 120)"
92,0,0,0,M,HS,"(80, 120)"
93,0,0,0,M,HS,"(80, 120)"
94,0,0,0,M,HS,"(80, 120)"
95,0,0,0,M,HS,"(80, 120)"
96,0,0,0,M,HS,"(80, 120)"
97,0,0,0,M,HS,"(80, 120)"
98,0,0,0,M,HS,"(80, 120)"
99,0,0,0,M,HS,"(80, 120)"
100,0,0,0,M,HS,"(80, 120)"
0,0,0,0,M,RA,"(30, 39)"
1,0,0,0,M,RA,"(30, 39)"
2,0,0,0,M,RA,"(30, 39)"
3,0,0,0,M,RA,"(30, 39)"
4,0,0,0,M,RA,"(30, 39)"
5,0,0,0,M,RA,"(30, 39)"
6,0,0,0,M,RA,"(30, 39)"
7,0,0,0,M,RA,"(30, 39)"
8,0,0,0,M,RA,"(30, 39)"
9,0,0,0,M,RA,"(30, 39)"
10,0,0,0,M,RA,"(30, 39)"
11,0,0,0,M,RA,"(30, 39)"
12,0,0,0,M,RA,"(30, 39)"
13,0,0,0,M,RA,"(30, 39)"
14,0,0,0,M,RA,"(30, 39)"
15,0,0,0,M,RA,"(30, 39)"
16,0,0,0,M,RA,"(30, 39)"
17,0,0,0,M,RA,"(30, 39)"
18,0,0,0,M,RA,"(30, 39)"
19,0,0,0,M,RA,"(30, 39)"
20,0,0,0,M,RA,"(30, 39)"
21,0,0,0,M,RA,"(30, 39)"
22,0,0,0,M,RA,"(30, 39)"
23,0,0,0,M,RA,"(30, 39)"
24,0,0,0,M,RA,"(30, 39)"
25,0,0,0,M,RA,"(30, 39)"
26,0,0,0,M,RA,"(30, 39)"
27,0,0,0,M,RA,"(30, 39)"
28,0,0,0,M,RA,"(30, 39)"
29,0,0,0,M,RA,"(30, 39)"
30,0,0,0,M,RA,"(30, 39)"
31,0,0,0,M,RA,"(30, 39)"
32,0,0,0,M,RA,"(30, 39)"
33,0,0,0,M,RA,"(30, 39)"
34,0,0,0,M,RA,"(30, 39)"
35,1,1,1,M,RA,"(30, 39)"
36,1,1,1,M,RA,"(30, 39)"
37,1,1,1,M,RA,"(30, 39)"
38,1,1,1,M,RA,"(30, 39)"
39,1,1,1,M,RA,"(30, 39)"
40,1,1,1,M,RA,"(30, 39)"
41,1,1,1,M,RA,"(30, 39)"
42,1,1,1,M,RA,"(30, 39)"
43,1,1,1,M,RA,"(30, 39)"
44,1,1,1,M,RA,"(30, 39)"
45,1,1,1,M,RA,"(30, 39)"
46,1,1,1,M,RA,"(30, 39)"
47,1,1,1,M,RA,"(30, 39)"
48,1,1,1,M,RA,"(30, 39)"
49,1,1,1,M,RA,"(30, 39)"
50,1,1,1,M,RA,"(30, 39)"
51,1,1,1,M,RA,"(30, 39)"
52,1,1,1,M,RA,"(30, 39)"
53,1,1,1,M,RA,"(30, 39)"
54,1,1,1,M,RA,"(30, 39)"
55,1,1,1,M,RA,"(30, 39)"
56,1,1,1,M,RA,"(30, 39)"
57,1,1,1,M,RA,"(30, 39)"
58,1,1,1,M,RA,"(30, 39)"
59,1,1,1,M,RA,"(30, 39)"
60,1,1,1,M,RA,"(30, 39)"
61,1,1,1,M,RA,"(30, 39)"
62,1,1,1,M,RA,"(30, 39)"
63,1,1,1,M,RA,"(30, 39)"
64,1,1,1,M,RA,"(30, 39)"
65,1,1,1,M,RA,"(30, 39)"
66,1,1,1,M,RA,"(30, 39)"
67,1,1,1,M,RA,"(30, 39)"
68,1,1,1,M,RA,"(30, 39)"
69,1,1,1,M,RA,"(30, 39)"
70,1,1,1,M,RA,"(30, 39)"
71,1,1,1,M,RA,"(30, 39)"
72,1,1,1,M,RA,"(30, 39)"
73,1,1,1,M,RA,"(30, 39)"
74,1,1,1,M,RA,"(30, 39)"
75,1,1,1,M,RA,"(30, 39)"
76,1,1,1,M,RA,"(30, 39)"
77,1,1,1,M,RA,"(30, 39)"
78,1,1,1,M,RA,"(30, 39)"
79,1,1,1,M,RA,"(30, 39)"
80,1,1,1,M,RA,"(30, 39)"
81,1,1,1,M,RA,"(30, 39)"
82,1,1,1,M,RA,"(30, 39)"
83,1,1,1,M,RA,"(30, 39)"
84,1,1,1,M,RA,"(30, 39)"
85,1,1,1,M,RA,"(30, 39)"
86,1,1,1,M,RA,"(30, 39)"
87,1,1,1,M,RA,"(30, 39)"
88,1,1,1,M,RA,"(30, 39)"
89,1,1,1,M,RA,"(30, 39)"
90,1,1,1,M,RA,"(30, 39)"
91,1,1,1,M,RA,"(30, 39)"
92,1,1,1,M,RA,"(30, 39)"
93,1,1,1,M,RA,"(30, 39)"
94,1,1,1,M,RA,"(30, 39)"
95,1,1,1,M,RA,"(30, 39)"
96,1,1,1,M,RA,"(30, 39)"
97,1,1,1,M,RA,"(30, 39)"
98,1,1,1,M,RA,"(30, 39)"
99,1,1,1,M,RA,"(30, 39)"
100,1,1,1,M,RA,"(30, 39)"
